country,date,cases,new_daily
Russia,11/22/20,2071858,24295
Russia,11/23/20,2096749,24891
Russia,11/24/20,2120836,24087
Russia,11/25/20,2144229,23393
Russia,11/26/20,2169424,25195
Russia,11/27/20,2196691,27267
Russia,11/28/20,2223500,26809
Russia,11/29/20,2249890,26390
Russia,11/30/20,2275936,26046
Russia,12/1/20,2302062,26126
Russia,12/2/20,2327105,25043
Russia,12/3/20,2354934,27829
Russia,12/4/20,2382012,27078
Russia,12/5/20,2410462,28450
Russia,12/6/20,2439163,28701
Russia,12/7/20,2466961,27798
Russia,12/8/20,2492713,25752
Russia,12/9/20,2518551,25838
Russia,12/10/20,2546113,27562
Russia,12/11/20,2574319,28206
Russia,12/12/20,2602048,27729
Russia,12/13/20,2629699,27651
Russia,12/14/20,2656601,26902
Russia,12/15/20,2682866,26265
Russia,12/16/20,2708940,26074
Russia,12/17/20,2736727,27787
Russia,12/18/20,2764843,28116
Russia,12/19/20,2792615,27772
Russia,12/20/20,2821125,28510
Russia,12/21/20,2850042,28917
Russia,12/22/20,2878382,28340
Russia,12/23/20,2905196,26814
Russia,12/24/20,2934695,29499
Russia,12/25/20,2963290,28595
Russia,12/26/20,2992123,28833
Russia,12/27/20,3019972,27849
Russia,12/28/20,3047335,27363
Russia,12/29/20,3073923,26588
Russia,12/30/20,3100018,26095
Russia,12/31/20,3127347,27329
Russia,1/1/21,3153960,26613
Russia,1/2/21,3179898,25938
Russia,1/3/21,3203743,23845
Russia,1/4/21,3226758,23015
Russia,1/5/21,3250713,23955
Russia,1/6/21,3274615,23902
Russia,1/7/21,3297833,23218
Russia,1/8/21,3321163,23330
Russia,1/9/21,3344175,23012
Russia,1/10/21,3366715,22540
Russia,1/11/21,3389733,23018
Russia,1/12/21,3412390,22657
Russia,1/13/21,3434934,22544
Russia,1/14/21,3459237,24303
Russia,1/15/21,3483531,24294
Russia,1/16/21,3507201,23670
Russia,1/17/21,3530379,23178
Russia,1/18/21,3552888,22509
Russia,1/19/21,3574330,21442
Russia,1/20/21,3595136,20806
Russia,1/21/21,3616680,21544
Russia,1/22/21,3637862,21182
Russia,1/23/21,3658447,20585
Russia,1/24/21,3679247,20800
Russia,1/25/21,3698246,18999
Russia,1/26/21,3716228,17982
Russia,1/27/21,3733692,17464
Russia,1/28/21,3752548,18856
Russia,1/29/21,3771514,18966
Russia,1/30/21,3790265,18751
Russia,1/31/21,3808348,18083
Russia,2/1/21,3825739,17391
Russia,2/2/21,3842145,16406
Russia,2/3/21,3858367,16222
Russia,2/4/21,3874830,16463
Russia,2/5/21,3891274,16444
Russia,2/6/21,3907653,16379
Russia,2/7/21,3923461,15808
Russia,2/8/21,3939162,15701
Russia,2/9/21,3953970,14808
Russia,2/10/21,3968228,14258
Russia,2/11/21,3983031,14803
Russia,2/12/21,3997898,14867
Russia,2/13/21,4012538,14640
Russia,2/14/21,4026506,13968
Russia,2/15/21,4040505,13999
Russia,2/16/21,4053535,13030
Russia,2/17/21,4066164,12629
Russia,2/18/21,4079407,13243
Russia,2/19/21,4092649,13242
Russia,2/20/21,4105424,12775
Russia,2/21/21,4117992,12568
Russia,2/22/21,4130447,12455
Russia,2/23/21,4142126,11679
Russia,2/24/21,4153735,11609
Russia,2/25/21,4164802,11067
Russia,2/26/21,4175757,10955
Russia,2/27/21,4187166,11409
Russia,2/28/21,4198400,11234
Russia,3/1/21,4209850,11450
Russia,3/2/21,4220291,10441
Russia,3/3/21,4230707,10416
Russia,3/4/21,4241970,11263
Russia,3/5/21,4252876,10906
Russia,3/6/21,4263785,10909
Russia,3/7/21,4274263,10478
Russia,3/8/21,4284408,10145
Russia,3/9/21,4293750,9342
Russia,3/10/21,4302726,8976
Russia,3/11/21,4311893,9167
Russia,3/12/21,4321588,9695
Russia,3/13/21,4331396,9808
Russia,3/14/21,4341381,9985
Russia,3/15/21,4350728,9347
Russia,3/16/21,4360033,9305
Russia,3/17/21,4368943,8910
Russia,3/18/21,4378656,9713
Russia,3/19/21,4388268,9612
Russia,3/20/21,4397816,9548
Russia,3/21/21,4407031,9215
Russia,3/22/21,4416226,9195
Russia,3/23/21,4424595,8369
Russia,3/24/21,4433364,8769
Russia,3/25/21,4442492,9128
Russia,3/26/21,4451565,9073
Russia,3/27/21,4460348,8783
Russia,3/28/21,4469327,8979
Russia,3/29/21,4477916,8589
Russia,3/30/21,4486078,8162
Russia,3/31/21,4494234,8156
Russia,4/1/21,4503291,9057
Russia,4/2/21,4511973,8682
Russia,4/3/21,4520879,8906
Russia,4/4/21,4529576,8697
Russia,4/5/21,4538101,8525
Russia,4/6/21,4546307,8206
Russia,4/7/21,4554481,8174
Russia,4/8/21,4563026,8545
Russia,4/9/21,4572053,9027
Russia,4/10/21,4580633,8580
Russia,4/11/21,4589209,8576
Russia,4/12/21,4597400,8191
Russia,4/13/21,4605444,8044
Russia,4/14/21,4613646,8202
Russia,4/15/21,4622464,8818
Russia,4/16/21,4631336,8872
Russia,4/17/21,4640537,9201
Russia,4/18/21,4649044,8507
Russia,4/19/21,4657509,8465
Russia,4/20/21,4665553,8044
Russia,4/21/21,4673699,8146
Russia,4/22/21,4682573,8874
Russia,4/23/21,4691290,8717
Russia,4/24/21,4699988,8698
Russia,4/25/21,4708640,8652
Russia,4/26/21,4717321,8681
Russia,4/27/21,4725252,7931
Russia,4/28/21,4732981,7729
Russia,4/29/21,4742142,9161
Russia,4/30/21,4750755,8613
Russia,5/1/21,4759902,9147
Russia,5/2/21,4768476,8574
Russia,5/3/21,4776844,8368
Russia,5/4/21,4784497,7653
Russia,5/5/21,4792354,7857
Russia,5/6/21,4799872,7518
Russia,5/7/21,4808133,8261
Russia,5/8/21,4816331,8198
Russia,5/9/21,4824621,8290
Russia,5/10/21,4832959,8338
Russia,5/11/21,4840948,7989
Russia,5/12/21,4849044,8096
Russia,5/13/21,4857303,8259
Russia,5/14/21,4866641,9338
Russia,5/15/21,4875308,8667
Russia,5/16/21,4883734,8426
Russia,5/17/21,4892938,9204
Russia,5/18/21,4900995,8057
Russia,5/19/21,4908794,7799
Russia,5/20/21,4917906,9112
Russia,5/21/21,4926717,8811
Russia,5/22/21,4935302,8585
Russia,5/23/21,4944129,8827
Russia,5/24/21,4952412,8283
Russia,5/25/21,4960174,7762
Russia,5/26/21,4968421,8247
Russia,5/27/21,4977332,8911
Russia,5/28/21,4986458,9126
Russia,5/29/21,4995613,9155
Russia,5/30/21,5005171,9558
Russia,5/31/21,5013512,8341
Russia,6/1/21,5022881,9369
Russia,6/2/21,5031583,8702
Russia,6/3/21,5040390,8807
Russia,6/4/21,5049210,8820
Russia,6/5/21,5058221,9011
Russia,6/6/21,5067246,9025
Russia,6/7/21,5076543,9297
Russia,6/8/21,5086386,9843
Russia,6/9/21,5096657,10271
Russia,6/10/21,5108217,11560
Russia,6/11/21,5120578,12361
Russia,6/12/21,5133938,13360
Russia,6/13/21,5148499,14561
Russia,6/14/21,5162049,13550
Russia,6/15/21,5176051,14002
Russia,6/16/21,5189260,13209
Russia,6/17/21,5203117,13857
Russia,6/18/21,5220168,17051
Russia,6/19/21,5237847,17679
Russia,6/20/21,5255214,17367
Russia,6/21/21,5272328,17114
Russia,6/22/21,5288766,16438
Russia,6/23/21,5306069,17303
Russia,6/24/21,5325940,19871
Russia,6/25/21,5346005,20065
Russia,6/26/21,5367317,21312
Russia,6/27/21,5387486,20169
Russia,6/28/21,5408744,21258
Russia,6/29/21,5428961,20217
Russia,6/30/21,5449594,20633
Russia,7/1/21,5472722,23128
Russia,7/2/21,5495513,22791
Russia,7/3/21,5519516,24003
Russia,7/4/21,5544209,24693
Russia,7/5/21,5568104,23895
Russia,7/6/21,5591030,22926
Russia,7/7/21,5614540,23510
Russia,7/8/21,5638901,24361
Russia,7/9/21,5664200,25299
Russia,7/10/21,5688807,24607
Russia,7/11/21,5713351,24544
Russia,7/12/21,5738000,24649
Russia,7/13/21,5762211,24211
Russia,7/14/21,5785542,23331
Russia,7/15/21,5810335,24793
Russia,7/16/21,5835523,25188
Russia,7/17/21,5860113,24590
Russia,7/18/21,5884593,24480
Russia,7/19/21,5908691,24098
Russia,7/20/21,5931925,23234
Russia,7/21/21,5955089,23164
Russia,7/22/21,5979027,23938
Russia,7/23/21,6002303,23276
Russia,7/24/21,6025698,23395
Russia,7/25/21,6049215,23517
Russia,7/26/21,6071893,22678
Russia,7/27/21,6094379,22486
Russia,7/28/21,6116249,21870
Russia,7/29/21,6138969,22720
Russia,7/30/21,6161985,23016
Russia,7/31/21,6185249,23264
Russia,8/1/21,6207513,22264
Russia,8/2/21,6230482,22969
Russia,8/3/21,6251953,21471
Russia,8/4/21,6274006,22053
Russia,8/5/21,6296570,22564
Russia,8/6/21,6318643,22073
Russia,8/7/21,6340370,21727
Russia,8/8/21,6362641,22271
Russia,8/9/21,6384195,21554
Russia,8/10/21,6404960,20765
Russia,8/11/21,6425918,20958
Russia,8/12/21,6447229,21311
Russia,8/13/21,6468890,21661
Russia,8/14/21,6490421,21531
Russia,8/15/21,6511431,21010
Russia,8/16/21,6531585,20154
Russia,8/17/21,6551934,20349
Spain,1/22/20,0,0
Spain,1/23/20,0,0
Spain,1/24/20,0,0
Spain,1/25/20,0,0
Spain,1/26/20,0,0
Spain,1/27/20,0,0
Spain,1/28/20,0,0
Spain,1/29/20,0,0
Spain,1/30/20,0,0
Spain,1/31/20,0,0
Spain,2/1/20,1,1
Spain,2/2/20,1,0
Spain,2/3/20,1,0
Spain,2/4/20,1,0
Spain,2/5/20,1,0
Spain,2/6/20,1,0
Spain,2/7/20,1,0
Spain,2/8/20,1,0
Spain,2/9/20,2,1
Spain,2/10/20,2,0
Spain,2/11/20,2,0
Spain,2/12/20,2,0
Spain,2/13/20,2,0
Spain,2/14/20,2,0
Spain,2/15/20,2,0
Spain,2/16/20,2,0
Spain,2/17/20,2,0
Spain,2/18/20,2,0
Spain,2/19/20,2,0
Spain,2/20/20,2,0
Spain,2/21/20,2,0
Spain,2/22/20,2,0
Spain,2/23/20,2,0
Spain,2/24/20,2,0
Spain,2/25/20,6,4
Spain,2/26/20,13,7
Spain,2/27/20,15,2
Spain,2/28/20,32,17
Spain,2/29/20,45,13
Spain,3/1/20,84,39
Spain,3/2/20,120,36
Spain,3/3/20,165,45
Spain,3/4/20,222,57
Spain,3/5/20,259,37
Spain,3/6/20,400,141
Spain,3/7/20,500,100
Spain,3/8/20,673,173
Spain,3/9/20,1073,400
Spain,3/10/20,1695,622
Spain,3/11/20,2277,582
Spain,3/12/20,2277,0
Spain,3/13/20,5232,2955
Spain,3/14/20,6391,1159
Spain,3/15/20,7798,1407
Spain,3/16/20,9942,2144
Spain,3/17/20,11748,1806
Spain,3/18/20,13910,2162
Spain,3/19/20,17963,4053
Spain,3/20/20,20410,2447
Spain,3/21/20,25374,4964
Spain,3/22/20,28768,3394
Spain,3/23/20,35136,6368
Spain,3/24/20,39885,4749
Spain,3/25/20,49515,9630
Spain,3/26/20,57786,8271
Spain,3/27/20,65719,7933
Spain,3/28/20,73235,7516
Spain,3/29/20,80110,6875
Spain,3/30/20,87956,7846
Spain,3/31/20,95923,7967
Spain,4/1/20,104118,8195
Spain,4/2/20,112065,7947
Spain,4/3/20,119199,7134
Spain,4/4/20,126168,6969
Spain,4/5/20,131646,5478
Spain,4/6/20,136675,5029
Spain,4/7/20,141942,5267
Spain,4/8/20,148220,6278
Spain,4/9/20,153222,5002
Spain,4/10/20,158273,5051
Spain,4/11/20,163027,4754
Spain,4/12/20,166831,3804
Spain,4/13/20,170099,3268
Spain,4/14/20,172541,2442
Spain,4/15/20,177644,5103
Spain,4/16/20,184948,7304
Spain,4/17/20,190839,5891
Spain,4/18/20,191726,887
Spain,4/19/20,198674,6948
Spain,4/20/20,200210,1536
Spain,4/21/20,204178,3968
Spain,4/22/20,208389,4211
Spain,4/23/20,213024,4635
Spain,4/24/20,202990,0
Spain,4/25/20,205905,2915
Spain,4/26/20,207634,1729
Spain,4/27/20,209465,1831
Spain,4/28/20,210773,1308
Spain,4/29/20,212917,2144
Spain,4/30/20,213435,518
Spain,5/1/20,215216,1781
Spain,5/2/20,216582,1366
Spain,5/3/20,217466,884
Spain,5/4/20,218011,545
Spain,5/5/20,219329,1318
Spain,5/6/20,220325,996
Spain,5/7/20,221447,1122
Spain,5/8/20,222857,1410
Spain,5/9/20,223578,721
Spain,5/10/20,224350,772
Spain,5/11/20,227436,3086
Spain,5/12/20,228030,594
Spain,5/13/20,228691,661
Spain,5/14/20,229540,849
Spain,5/15/20,230183,643
Spain,5/16/20,230698,515
Spain,5/17/20,230698,0
Spain,5/18/20,231606,908
Spain,5/19/20,232037,431
Spain,5/20/20,232555,518
Spain,5/21/20,233037,482
Spain,5/22/20,234824,1787
Spain,5/23/20,235290,466
Spain,5/24/20,235772,482
Spain,5/25/20,235400,0
Spain,5/26/20,236259,859
Spain,5/27/20,236259,0
Spain,5/28/20,237906,1647
Spain,5/29/20,238564,658
Spain,5/30/20,239228,664
Spain,5/31/20,239479,251
Spain,6/1/20,239638,159
Spain,6/2/20,239932,294
Spain,6/3/20,240326,394
Spain,6/4/20,240660,334
Spain,6/5/20,240978,318
Spain,6/6/20,241310,332
Spain,6/7/20,241550,240
Spain,6/8/20,241717,167
Spain,6/9/20,241966,249
Spain,6/10/20,242280,314
Spain,6/11/20,242707,427
Spain,6/12/20,243209,502
Spain,6/13/20,243605,396
Spain,6/14/20,243928,323
Spain,6/15/20,244109,181
Spain,6/16/20,244328,219
Spain,6/17/20,244683,355
Spain,6/18/20,245268,585
Spain,6/19/20,245575,307
Spain,6/20/20,245938,363
Spain,6/21/20,246272,334
Spain,6/22/20,246504,232
Spain,6/23/20,246752,248
Spain,6/24/20,247086,334
Spain,6/25/20,247486,400
Spain,6/26/20,247905,419
Spain,6/27/20,248469,564
Spain,6/28/20,248770,301
Spain,6/29/20,248970,200
Spain,6/30/20,249271,301
Spain,7/1/20,249659,388
Spain,7/2/20,250103,444
Spain,7/3/20,250545,442
Spain,7/4/20,250545,0
Spain,7/5/20,250545,0
Spain,7/6/20,251789,1244
Spain,7/7/20,252130,341
Spain,7/8/20,252513,383
Spain,7/9/20,253056,543
Spain,7/10/20,253908,852
Spain,7/11/20,253908,0
Spain,7/12/20,253908,0
Spain,7/13/20,255953,2045
Spain,7/14/20,256619,666
Spain,7/15/20,257494,875
Spain,7/16/20,258855,1361
Spain,7/17/20,260255,1400
Spain,7/18/20,260255,0
Spain,7/19/20,260255,0
Spain,7/20/20,264836,4581
Spain,7/21/20,266194,1358
Spain,7/22/20,267551,1357
Spain,7/23/20,270166,2615
Spain,7/24/20,272421,2255
Spain,7/25/20,272421,0
Spain,7/26/20,272421,0
Spain,7/27/20,278782,6361
Spain,7/28/20,280610,1828
Spain,7/29/20,282641,2031
Spain,7/30/20,285430,2789
Spain,7/31/20,288522,3092
Spain,8/1/20,288522,0
Spain,8/2/20,288522,0
Spain,8/3/20,297054,8532
Spain,8/4/20,302814,5760
Spain,8/5/20,305767,2953
Spain,8/6/20,309855,4088
Spain,8/7/20,314362,4507
Spain,8/8/20,314362,0
Spain,8/9/20,314362,0
Spain,8/10/20,322980,8618
Spain,8/11/20,326612,3632
Spain,8/12/20,329784,3172
Spain,8/13/20,337334,7550
Spain,8/14/20,342813,5479
Spain,8/15/20,342813,0
Spain,8/16/20,342813,0
Spain,8/17/20,359082,16269
Spain,8/18/20,364196,5114
Spain,8/19/20,370867,6671
Spain,8/20/20,377906,7039
Spain,8/21/20,386054,8148
Spain,8/22/20,386054,0
Spain,8/23/20,386054,0
Spain,8/24/20,405436,19382
Spain,8/25/20,412553,7117
Spain,8/26/20,419849,7296
Spain,8/27/20,429507,9658
Spain,8/28/20,439286,9779
Spain,8/29/20,439286,0
Spain,8/30/20,439286,0
Spain,8/31/20,462858,23572
Spain,9/1/20,470973,8115
Spain,9/2/20,479554,8581
Spain,9/3/20,488513,8959
Spain,9/4/20,498989,10476
Spain,9/5/20,498989,0
Spain,9/6/20,498989,0
Spain,9/7/20,525549,26560
Spain,9/8/20,534513,8964
Spain,9/9/20,543379,8866
Spain,9/10/20,554143,10764
Spain,9/11/20,566326,12183
Spain,9/12/20,566326,0
Spain,9/13/20,566326,0
Spain,9/14/20,593730,27404
Spain,9/15/20,603167,9437
Spain,9/16/20,614360,11193
Spain,9/17/20,625651,11291
Spain,9/18/20,640040,14389
Spain,9/19/20,640040,0
Spain,9/20/20,640040,0
Spain,9/21/20,671468,31428
Spain,9/22/20,682267,10799
Spain,9/23/20,693556,11289
Spain,9/24/20,704209,10653
Spain,9/25/20,716481,12272
Spain,9/26/20,716481,0
Spain,9/27/20,716481,0
Spain,9/28/20,748266,31785
Spain,9/29/20,748266,0
Spain,9/30/20,769188,20922
Spain,10/1/20,778607,9419
Spain,10/2/20,789932,11325
Spain,10/3/20,789932,0
Spain,10/4/20,789932,0
Spain,10/5/20,813412,23480
Spain,10/6/20,825410,11998
Spain,10/7/20,835901,10491
Spain,10/8/20,848324,12423
Spain,10/9/20,861112,12788
Spain,10/10/20,861112,0
Spain,10/11/20,861112,0
Spain,10/12/20,888968,27856
Spain,10/13/20,896086,7118
Spain,10/14/20,908056,11970
Spain,10/15/20,921374,13318
Spain,10/16/20,936560,15186
Spain,10/17/20,936560,0
Spain,10/18/20,936560,0
Spain,10/19/20,974449,37889
Spain,10/20/20,988322,13873
Spain,10/21/20,1005295,16973
Spain,10/22/20,1026281,20986
Spain,10/23/20,1046132,19851
Spain,10/24/20,1046132,0
Spain,10/25/20,1046132,0
Spain,10/26/20,1098320,52188
Spain,10/27/20,1116738,18418
Spain,10/28/20,1136503,19765
Spain,10/29/20,1160083,23580
Spain,10/30/20,1185678,25595
Spain,10/31/20,1185678,0
Spain,11/1/20,1185678,0
Spain,11/2/20,1240697,55019
Spain,11/3/20,1259366,18669
Spain,11/4/20,1284408,25042
Spain,11/5/20,1306316,21908
Spain,11/6/20,1328832,22516
Spain,11/7/20,1328832,0
Spain,11/8/20,1328832,0
Spain,11/9/20,1381218,52386
Spain,11/10/20,1381218,0
Spain,11/11/20,1417709,36491
Spain,11/12/20,1437220,19511
Spain,11/13/20,1458591,21371
Spain,11/14/20,1458591,0
Spain,11/15/20,1458591,0
Spain,11/16/20,1496864,38273
Spain,11/17/20,1510023,13159
Spain,11/18/20,1525341,15318
Spain,11/19/20,1541574,16233
Spain,11/20/20,1556730,15156
Spain,11/21/20,1556730,0
Spain,11/22/20,1556730,0
Spain,11/23/20,1582616,25886
Spain,11/24/20,1594844,12228
Spain,11/25/20,1605066,10222
Spain,11/26/20,1617355,12289
Spain,11/27/20,1628208,10853
Spain,11/28/20,1628208,0
Spain,11/29/20,1628208,0
Spain,11/30/20,1648187,19979
Spain,12/1/20,1656444,8257
Spain,12/2/20,1665775,9331
Spain,12/3/20,1675902,10127
Spain,12/4/20,1684647,8745
Spain,12/5/20,1684647,0
Spain,12/6/20,1684647,0
Spain,12/7/20,1702328,17681
Spain,12/8/20,1702328,0
Spain,12/9/20,1712101,9773
Spain,12/10/20,1720056,7955
Spain,12/11/20,1730575,10519
Spain,12/12/20,1730575,0
Spain,12/13/20,1730575,0
Spain,12/14/20,1751884,21309
Spain,12/15/20,1762212,10328
Spain,12/16/20,1773290,11078
Spain,12/17/20,1785421,12131
Spain,12/18/20,1797236,11815
Spain,12/19/20,1797236,0
Spain,12/20/20,1797236,0
Spain,12/21/20,1819249,22013
Spain,12/22/20,1829903,10654
Spain,12/23/20,1842289,12386
Spain,12/24/20,1854951,12662
Spain,12/25/20,1854951,0
Spain,12/26/20,1854951,0
Spain,12/27/20,1854951,0
Spain,12/28/20,1879413,24462
Spain,12/29/20,1893502,14089
Spain,12/30/20,1910218,16716
Spain,12/31/20,1928265,18047
Spain,1/1/21,1928265,0
Spain,1/2/21,1928265,0
Spain,1/3/21,1928265,0
Spain,1/4/21,1958844,30579
Spain,1/5/21,1982544,23700
Spain,1/6/21,1982544,0
Spain,1/7/21,2024904,42360
Spain,1/8/21,2050360,25456
Spain,1/9/21,2050360,0
Spain,1/10/21,2050360,0
Spain,1/11/21,2111782,61422
Spain,1/12/21,2137220,25438
Spain,1/13/21,2176089,38869
Spain,1/14/21,2211967,35878
Spain,1/15/21,2252164,40197
Spain,1/16/21,2252164,0
Spain,1/17/21,2252164,0
Spain,1/18/21,2336451,84287
Spain,1/19/21,2370742,34291
Spain,1/20/21,2412318,41576
Spain,1/21/21,2456675,44357
Spain,1/22/21,2499560,42885
Spain,1/23/21,2499560,0
Spain,1/24/21,2499560,0
Spain,1/25/21,2593382,93822
Spain,1/26/21,2629817,36435
Spain,1/27/21,2670102,40285
Spain,1/28/21,2705001,34899
Spain,1/29/21,2743119,38118
Spain,1/30/21,2743119,0
Spain,1/31/21,2743119,0
Spain,2/1/21,2822805,79686
Spain,2/2/21,2851869,29064
Spain,2/3/21,2883465,31596
Spain,2/4/21,2913425,29960
Spain,2/5/21,2941990,28565
Spain,2/6/21,2941990,0
Spain,2/7/21,2941990,0
Spain,2/8/21,2989085,47095
Spain,2/9/21,3005487,16402
Spain,2/10/21,3023601,18114
Spain,2/11/21,3041454,17853
Spain,2/12/21,3056035,14581
Spain,2/13/21,3056035,0
Spain,2/14/21,3056035,0
Spain,2/15/21,3086286,30251
Spain,2/16/21,3096343,10057
Spain,2/17/21,3107172,10829
Spain,2/18/21,3121687,14515
Spain,2/19/21,3133122,11435
Spain,2/20/21,3133122,0
Spain,2/21/21,3133122,0
Spain,2/22/21,3153971,20849
Spain,2/23/21,3161432,7461
Spain,2/24/21,3170644,9212
Spain,2/25/21,3180212,9568
Spain,2/26/21,3188553,8341
Spain,2/27/21,3188553,0
Spain,2/28/21,3188553,0
Spain,3/1/21,3204531,15978
Spain,3/2/21,3130184,0
Spain,3/3/21,3136321,6137
Spain,3/4/21,3142358,6037
Spain,3/5/21,3149012,6654
Spain,3/6/21,3149012,0
Spain,3/7/21,3149012,0
Spain,3/8/21,3160970,11958
Spain,3/9/21,3164982,4012
Spain,3/10/21,3172101,7119
Spain,3/11/21,3178356,6255
Spain,3/12/21,3183704,5348
Spain,3/13/21,3183704,0
Spain,3/14/21,3183704,0
Spain,3/15/21,3195062,11358
Spain,3/16/21,3200024,4962
Spain,3/17/21,3206116,6092
Spain,3/18/21,3212332,6216
Spain,3/19/21,3212332,0
Spain,3/20/21,3212332,0
Spain,3/21/21,3212332,0
Spain,3/22/21,3228803,16471
Spain,3/23/21,3234319,5516
Spain,3/24/21,3234319,0
Spain,3/25/21,3247738,13419
Spain,3/26/21,3255324,7586
Spain,3/27/21,3255324,0
Spain,3/28/21,3255324,0
Spain,3/29/21,3270825,15501
Spain,3/30/21,3275819,4994
Spain,3/31/21,3284353,8534
Spain,4/1/21,3291394,7041
Spain,4/2/21,3291394,0
Spain,4/3/21,3300965,9571
Spain,4/4/21,3300965,0
Spain,4/5/21,3311325,10360
Spain,4/6/21,3317948,6623
Spain,4/7/21,3326736,8788
Spain,4/8/21,3336637,9901
Spain,4/9/21,3347512,10875
Spain,4/10/21,3347512,0
Spain,4/11/21,3347512,0
Spain,4/12/21,3370256,22744
Spain,4/13/21,3376548,6292
Spain,4/14/21,3387022,10474
Spain,4/15/21,3396685,9663
Spain,4/16/21,3407283,10598
Spain,4/17/21,3407283,0
Spain,4/18/21,3407283,0
Spain,4/19/21,3428354,21071
Spain,4/20/21,3428354,0
Spain,4/21/21,3446072,17718
Spain,4/22/21,3456886,10814
Spain,4/23/21,3468617,11731
Spain,4/24/21,3468617,0
Spain,4/25/21,3468617,0
Spain,4/26/21,3488469,19852
Spain,4/27/21,3496134,7665
Spain,4/28/21,3504799,8665
Spain,4/29/21,3514942,10143
Spain,4/30/21,3524077,9135
Spain,5/1/21,3524077,0
Spain,5/2/21,3524077,0
Spain,5/3/21,3540430,16353
Spain,5/4/21,3544945,4515
Spain,5/5/21,3551262,6317
Spain,5/6/21,3559222,7960
Spain,5/7/21,3567408,8186
Spain,5/8/21,3567408,0
Spain,5/9/21,3567408,0
Spain,5/10/21,3581392,13984
Spain,5/11/21,3586333,4941
Spain,5/12/21,3592751,6418
Spain,5/13/21,3598452,5701
Spain,5/14/21,3604799,6347
Spain,5/15/21,3604799,0
Spain,5/16/21,3604799,0
Spain,5/17/21,3615860,11061
Spain,5/18/21,3619848,3988
Spain,5/19/21,3625928,6080
Spain,5/20/21,3631661,5733
Spain,5/21/21,3636453,4792
Spain,5/22/21,3636453,0
Spain,5/23/21,3636453,0
Spain,5/24/21,3647520,11067
Spain,5/25/21,3652879,5359
Spain,5/26/21,3657886,5007
Spain,5/27/21,3663176,5290
Spain,5/28/21,3668658,5482
Spain,5/29/21,3668658,0
Spain,5/30/21,3668658,0
Spain,5/31/21,3678390,9732
Spain,6/1/21,3682778,4388
Spain,6/2/21,3687762,4984
Spain,6/3/21,3693012,5250
Spain,6/4/21,3697981,4969
Spain,6/5/21,3697981,0
Spain,6/6/21,3697981,0
Spain,6/7/21,3707523,9542
Spain,6/8/21,3711027,3504
Spain,6/9/21,3715454,4427
Spain,6/10/21,3729458,14004
Spain,6/11/21,3733600,4142
Spain,6/12/21,3733600,0
Spain,6/13/21,3733600,0
Spain,6/14/21,3741767,8167
Spain,6/15/21,3745199,3432
Spain,6/16/21,3749031,3832
Spain,6/17/21,3753228,4197
Spain,6/18/21,3757442,4214
Spain,6/19/21,3757442,0
Spain,6/20/21,3757442,0
Spain,6/21/21,3764651,7209
Spain,6/22/21,3768691,4040
Spain,6/23/21,3773032,4341
Spain,6/24/21,3777539,4507
Spain,6/25/21,3782463,4924
Spain,6/26/21,3782463,0
Spain,6/27/21,3782463,0
Spain,6/28/21,3792642,10179
Spain,6/29/21,3799733,7091
Spain,6/30/21,3808960,9227
Spain,7/1/21,3821305,12345
Spain,7/2/21,3833868,12563
Spain,7/3/21,3833868,0
Spain,7/4/21,3833868,0
Spain,7/5/21,3866475,32607
Spain,7/6/21,3880612,14137
Spain,7/7/21,3897996,17384
Spain,7/8/21,3915313,17317
Spain,7/9/21,3937192,21879
Spain,7/10/21,3937192,0
Spain,7/11/21,3937192,0
Spain,7/12/21,3971124,33932
Spain,7/13/21,4015084,43960
Spain,7/14/21,4041474,26390
Spain,7/15/21,4069162,27688
Spain,7/16/21,4100222,31060
Spain,7/17/21,4100222,0
Spain,7/18/21,4100222,0
Spain,7/19/21,4161850,61628
Spain,7/20/21,4189136,27286
Spain,7/21/21,4219723,30587
Spain,7/22/21,4249258,29535
Spain,7/23/21,4280429,31171
Spain,7/24/21,4280429,0
Spain,7/25/21,4280429,0
Spain,7/26/21,4342054,61625
Spain,7/27/21,4368453,26399
Spain,7/28/21,4395602,27149
Spain,7/29/21,4422291,26689
Spain,7/30/21,4447044,24753
Spain,7/31/21,4447044,0
Spain,8/1/21,4447044,0
Spain,8/2/21,4502983,55939
Spain,8/3/21,4523310,20327
Spain,8/4/21,4545184,21874
Spain,8/5/21,4566571,21387
Spain,8/6/21,4588132,21561
Spain,8/7/21,4588132,0
Spain,8/8/21,4588132,0
Spain,8/9/21,4627770,39638
Spain,8/10/21,4643450,15680
Spain,8/11/21,4660473,17023
Spain,8/12/21,4677883,17410
Spain,8/13/21,4693540,15657
Spain,8/14/21,4693540,0
Spain,8/15/21,4693540,0
Spain,8/16/21,4719266,25726
Spain,8/17/21,4733602,14336
Turkey,1/22/20,0,0
Turkey,1/23/20,0,0
Turkey,1/24/20,0,0
Turkey,1/25/20,0,0
Turkey,1/26/20,0,0
Turkey,1/27/20,0,0
Turkey,1/28/20,0,0
Turkey,1/29/20,0,0
Turkey,1/30/20,0,0
Turkey,1/31/20,0,0
Turkey,2/1/20,0,0
Turkey,2/2/20,0,0
Turkey,2/3/20,0,0
Turkey,2/4/20,0,0
